Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
16,66,Yes,8,Low,High,Neutral,4,Male,54,57,83,75,40,45,C+
18,75,No,7,Medium,Medium,Positive,2,Female,61,54,78,76,40,48,C+
24,77,Yes,7,Medium,High,Positive,2,Male,70,77,96,86,47,67,A-
27,74,Yes,6,Medium,High,Neutral,2,Male,48,65,82,80,64,51,B-
19,92,Yes,6,Medium,Medium,Positive,1,Male,62,55,86,84,42,53,B-
17,81,No,8,Medium,Medium,Neutral,3,Male,66,56,85,81,76,51,B-
20,83,No,6,Medium,High,Negative,4,Male,63,57,82,80,41,50,B-
24,94,Yes,6,Low,High,Negative,4,Female,61,67,80,83,65,52,B-
11,92,Yes,6,Medium,Low,Negative,1,Female,57,56,75,78,74,51,B-
6,65,No,6,Medium,Low,Neutral,1,Male,53,47,77,76,52,42,C
17,89,Yes,9,Medium,Medium,Positive,2,Female,54,60,79,83,69,50,B-
13,77,Yes,7,Low,Low,Positive,1,Male,56,51,78,75,53,46,C+
17,72,Yes,7,Low,Medium,Negative,4,Female,58,56,82,77,51,48,C+
19,62,No,7,Low,Medium,Positive,3,Male,58,47,77,75,81,46,C+
17,79,No,7,Low,Medium,Positive,3,Female,65,65,80,81,57,47,C+
29,74,Yes,6,High,High,Positive,4,Female,64,57,85,76,81,55,B
22,70,Yes,5,High,Medium,Negative,3,Male,52,52,80,80,51,46,C+
22,88,No,9,Medium,Medium,Neutral,2,Male,57,57,80,85,58,49,C+
24,91,Yes,8,Low,Low,Neutral,2,Female,51,66,85,78,45,50,B-
13,70,Yes,8,High,Medium,Positive,2,Male,54,51,80,81,65,49,C+
26,62,Yes,8,Medium,High,Positive,3,Female,55,66,82,78,59,49,C+
20,94,Yes,10,Low,High,Negative,4,Female,57,62,83,80,40,51,B-
24,60,No,6,Medium,Medium,Positive,5,Male,58,59,83,77,63,49,C+
14,97,Yes,5,Medium,Medium,Negative,2,Female,56,54,82,87,44,51,B-
11,85,Yes,8,Low,Medium,Negative,4,Female,60,58,81,80,82,48,C+
25,73,Yes,5,Low,Medium,Positive,2,Female,58,54,78,80,65,50,B-
22,70,No,7,Medium,Medium,Negative,3,Male,55,60,80,77,75,47,C+
15,60,No,7,Low,Medium,Negative,2,Male,49,45,84,82,81,42,C
15,69,Yes,8,Low,Medium,Negative,3,Male,52,50,79,72,43,43,C
27,66,No,6,Low,High,Negative,4,Female,59,53,79,79,57,48,C+
13,84,Yes,9,High,Medium,Negative,4,Female,52,50,82,83,41,47,C+
30,67,No,6,Medium,Medium,Neutral,1,Female,54,60,82,78,42,49,C+
15,81,Yes,8,Medium,Medium,Neutral,2,Male,55,58,82,79,42,48,C+
24,84,Yes,6,Medium,High,Positive,2,Male,55,65,87,81,64,52,B-
18,72,Yes,8,Medium,Medium,Positive,4,Female,54,49,79,84,63,49,C+
24,61,Yes,5,Medium,High,Neutral,5,Female,54,61,81,78,43,48,C+
17,61,No,7,Low,Medium,Positive,4,Female,56,64,79,79,53,45,C+
19,61,No,9,Medium,Medium,Neutral,2,Female,52,49,78,83,52,43,C
20,90,No,7,Low,High,Positive,4,Female,60,67,83,80,55,51,B-
14,73,Yes,9,Medium,Medium,Negative,3,Female,58,54,75,82,72,47,C+
24,92,No,7,High,Medium,Positive,3,Female,63,58,83,83,75,56,B
17,77,Yes,6,Low,Medium,Positive,1,Male,56,53,84,79,57,47,C+
14,81,No,8,Low,High,Neutral,3,Female,54,58,79,84,61,46,C+
5,89,Yes,4,High,Medium,Neutral,3,Male,57,52,79,86,66,48,C+
19,71,No,8,Medium,High,Positive,4,Male,54,53,80,76,47,48,C+
34,65,Yes,6,High,High,Negative,3,Male,49,60,83,81,52,50,B-
25,82,Yes,5,Medium,Low,Positive,4,Male,57,58,79,78,76,50,B-
20,73,No,8,Low,Medium,Positive,3,Male,62,59,78,82,89,49,C+
18,78,Yes,9,High,High,Negative,2,Male,62,60,82,76,75,51,B-
20,86,Yes,7,Medium,High,Negative,2,Male,60,58,77,80,43,48,C+
23,80,Yes,5,Medium,Medium,Neutral,4,Male,62,55,86,86,47,49,C+
13,85,Yes,6,Medium,Medium,Positive,1,Female,57,58,80,83,62,49,C+
27,82,Yes,6,Low,High,Positive,2,Male,61,56,86,78,77,52,B-
24,90,No,7,Medium,Medium,Neutral,2,Male,59,67,85,87,48,53,B-
24,88,Yes,7,Medium,High,Neutral,2,Male,61,59,80,75,78,54,B-
23,81,No,8,High,Low,Positive,3,Male,63,66,84,87,68,53,B-
20,87,No,8,Low,Medium,Neutral,3,Male,64,58,77,79,79,51,B-
24,95,Yes,8,Medium,High,Negative,2,Female,63,65,88,86,68,56,B
24,77,No,8,High,High,Positive,2,Female,57,57,83,82,70,51,B-
18,77,Yes,7,Low,Medium,Neutral,4,Male,57,52,80,83,52,49,C+
17,91,Yes,10,Low,Medium,Neutral,3,Female,60,50,79,83,76,50,B-
21,83,Yes,8,Low,Medium,Negative,4,Male,51,52,86,86,82,49,C+
29,63,Yes,8,Medium,High,Positive,2,Female,51,58,78,81,84,52,B-
13,96,No,10,Medium,Low,Positive,3,Female,56,59,80,78,41,50,B-
11,61,Yes,7,High,Low,Positive,4,Male,47,56,80,75,71,44,C
21,90,No,6,Medium,Medium,Negative,3,Female,59,59,85,84,89,53,B-
20,90,No,9,Medium,Medium,Negative,2,Female,60,57,81,82,69,53,B-
21,98,Yes,9,High,Medium,Neutral,3,Female,59,54,86,81,49,53,B-
21,62,No,7,Low,High,Positive,3,Female,60,57,82,75,84,47,C+
19,84,No,10,Medium,Medium,Negative,3,Female,57,62,81,80,53,48,C+
29,77,No,7,Medium,Medium,Positive,4,Female,62,66,85,86,42,53,B-
10,73,Yes,8,Low,High,Positive,2,Female,55,56,81,78,62,45,C+
15,64,Yes,9,High,Low,Neutral,3,Female,51,58,76,79,45,47,C+
19,83,Yes,7,Medium,Low,Positive,3,Female,62,65,82,81,46,50,B-
10,79,No,8,High,Low,Neutral,4,Female,54,55,78,86,63,46,C+
19,64,Yes,9,High,High,Neutral,3,Male,56,56,76,81,71,45,C+
30,84,No,6,Medium,High,Negative,2,Male,59,61,83,84,85,55,B
20,90,No,6,High,High,Neutral,2,Male,54,54,81,82,75,52,B-
21,91,Yes,9,Medium,Medium,Negative,2,Male,66,60,86,79,82,55,B
12,96,Yes,7,High,Medium,Positive,2,Male,60,59,83,84,61,51,B-
16,76,No,6,Low,Medium,Neutral,3,Female,52,55,75,79,56,47,C+
18,98,Yes,7,Low,Medium,Neutral,1,Female,60,71,82,85,70,55,B
18,95,Yes,8,Low,High,Positive,3,Female,68,64,80,82,75,56,B
28,72,Yes,5,Low,Low,Negative,2,Male,53,63,82,83,68,50,B-
23,66,Yes,8,Medium,Medium,Negative,4,Female,61,53,83,76,53,47,C+
13,77,Yes,8,Low,Medium,Neutral,3,Female,53,54,82,79,58,48,C+
21,76,Yes,9,Low,High,Neutral,3,Female,60,52,79,82,62,50,B-
23,83,Yes,7,Low,High,Neutral,2,Male,58,55,84,76,41,51,B-
27,83,Yes,9,Medium,High,Positive,2,Male,65,65,82,86,84,55,B
29,90,Yes,7,Low,Low,Positive,3,Female,60,62,81,82,66,54,B-
14,80,Yes,7,Medium,Medium,Neutral,3,Male,56,61,78,79,78,49,C+
15,64,No,7,Low,Medium,Neutral,3,Female,50,51,78,80,49,42,C
12,94,Yes,10,Medium,High,Neutral,2,Female,55,57,81,81,68,51,B-
19,72,Yes,5,Low,Low,Positive,2,Female,58,64,79,84,86,47,C+
23,99,No,8,Low,High,Positive,3,Female,59,60,88,80,51,53,B-
26,65,Yes,7,Medium,Medium,Negative,3,Female,55,61,84,79,57,48,C+
20,98,Yes,7,High,High,Negative,2,Female,59,61,82,88,59,55,B
18,64,No,8,Medium,Medium,Positive,3,Male,47,60,86,80,59,49,C+
21,69,Yes,9,High,High,Positive,5,Male,58,63,85,81,70,51,B-
15,62,No,8,Medium,Medium,Positive,3,Male,62,54,77,77,60,45,C+
33,88,No,9,Medium,Medium,Negative,3,Male,64,50,82,81,74,53,B-
10,94,Yes,7,High,Medium,Positive,3,Male,61,61,83,79,64,53,B-
21,77,Yes,7,Medium,High,Negative,3,Male,54,60,81,77,48,47,C+
32,97,Yes,5,Low,High,Positive,5,Female,67,69,86,78,87,59,B
20,84,Yes,10,High,Medium,Neutral,2,Male,60,60,79,77,52,50,B-
19,85,No,7,Low,High,Negative,3,Male,55,52,82,86,68,52,B-
18,94,Yes,7,Medium,High,Positive,3,Female,63,56,80,81,43,51,B-
19,72,Yes,8,Low,High,Positive,2,Female,61,60,83,80,86,50,B-
28,74,Yes,9,Low,High,Neutral,3,Female,63,62,86,85,86,52,B-
7,96,Yes,6,Medium,High,Neutral,1,Female,60,63,79,83,58,50,B-
29,96,Yes,9,Low,High,Neutral,4,Male,64,63,85,83,46,56,B
11,99,Yes,7,High,Low,Neutral,3,Male,65,64,85,85,78,54,B-
18,96,No,9,Medium,Medium,Neutral,3,Male,63,61,82,84,53,53,B-
24,93,Yes,8,Medium,Medium,Positive,1,Male,63,59,89,80,86,56,B
10,76,Yes,7,Medium,High,Positive,4,Female,54,46,82,81,70,48,C+
23,100,Yes,5,Medium,Medium,Neutral,3,Male,64,66,91,85,83,56,B
32,79,Yes,5,Medium,High,Positive,3,Male,67,62,87,84,51,53,B-
12,82,Yes,6,High,Low,Positive,4,Male,52,54,79,85,86,49,C+
21,81,Yes,8,High,Low,Negative,5,Female,51,49,79,81,51,49,C+
16,73,Yes,4,Low,High,Neutral,5,Male,56,58,80,77,51,47,C+
23,63,Yes,8,High,Medium,Neutral,5,Male,59,58,79,88,84,51,B-
20,96,No,7,Medium,High,Neutral,2,Male,62,63,87,80,68,53,B-
16,92,Yes,4,High,Medium,Neutral,3,Male,64,71,85,83,80,55,B
23,66,No,6,Medium,Medium,Neutral,3,Male,56,47,77,81,80,49,C+
31,91,Yes,6,Medium,High,Positive,3,Male,71,62,81,84,72,57,B
19,85,No,7,Low,High,Negative,4,Male,52,57,81,80,49,50,B-
24,76,Yes,9,Medium,Medium,Positive,2,Female,59,68,88,85,75,54,B-
12,70,Yes,9,Medium,Medium,Neutral,2,Male,51,43,82,77,43,43,C
14,94,No,6,Medium,Medium,Neutral,3,Female,53,67,88,80,50,51,B-
23,88,No,6,Medium,Medium,Negative,3,Male,59,60,78,77,72,52,B-
29,82,No,5,Medium,High,Neutral,3,Male,71,64,83,83,85,57,B
22,84,Yes,6,Medium,Medium,Neutral,3,Male,62,61,83,80,79,54,B-
18,64,Yes,6,High,Medium,Negative,4,Male,55,52,80,76,57,46,C+
20,79,Yes,7,High,Medium,Negative,4,Male,52,61,79,85,81,49,C+
12,68,No,7,Medium,High,Neutral,4,Male,54,51,82,84,88,48,C+
24,68,No,6,High,High,Positive,3,Female,50,52,80,71,57,43,C
25,86,Yes,6,Medium,Medium,Positive,3,Female,59,58,89,79,49,52,B-
17,96,No,6,Medium,Medium,Neutral,3,Female,65,56,86,82,50,52,B-
17,76,Yes,6,Low,Medium,Neutral,4,Male,60,69,85,81,60,50,B-
22,68,Yes,9,High,Medium,Neutral,2,Female,52,58,83,81,43,48,C+
17,86,Yes,8,Medium,High,Neutral,4,Male,62,63,78,86,64,53,B-
20,95,Yes,8,Low,Medium,Positive,3,Female,64,67,81,83,77,54,B-
33,90,Yes,9,Medium,High,Negative,6,Male,68,57,83,80,67,56,B
19,95,Yes,8,Medium,Medium,Neutral,2,Male,67,69,87,80,89,53,B-
18,81,Yes,9,High,High,Neutral,2,Female,54,46,81,85,63,50,B-
16,90,Yes,8,Medium,Medium,Neutral,5,Female,55,54,86,80,41,50,B-
24,66,No,7,Medium,High,Neutral,2,Male,51,54,84,78,64,48,C+
19,74,Yes,6,Medium,Medium,Neutral,3,Male,59,62,87,83,86,52,B-
28,80,Yes,8,Low,Medium,Negative,3,Female,61,60,85,88,51,51,B-
29,97,No,7,Medium,Medium,Positive,3,Female,69,64,86,82,76,57,B
16,95,Yes,5,High,Medium,Neutral,3,Female,59,59,80,84,55,51,B-
9,65,No,4,Low,Medium,Positive,3,Male,51,47,81,78,78,44,C
26,67,Yes,10,High,Medium,Neutral,3,Male,59,51,81,76,61,50,B-
16,74,Yes,6,Medium,Medium,Negative,4,Female,54,60,80,79,80,49,C+
25,72,Yes,6,Low,High,Positive,4,Male,68,63,81,83,68,52,B-
8,85,Yes,9,Low,High,Positive,3,Male,47,60,81,82,44,45,C+
25,96,Yes,5,Low,Medium,Neutral,4,Male,63,58,83,84,59,54,B-
13,98,Yes,8,Medium,Medium,Positive,4,Female,70,65,87,89,57,54,B-
24,86,Yes,10,Low,High,Positive,4,Female,63,61,87,79,81,55,B
20,94,Yes,10,Low,High,Neutral,5,Female,59,65,84,79,71,52,B-
14,81,No,6,Medium,High,Neutral,3,Female,57,62,86,81,79,50,B-
18,68,No,7,Medium,High,Neutral,4,Female,53,55,80,82,59,46,C+
24,81,Yes,6,Medium,High,Neutral,4,Male,64,57,84,81,75,51,B-
21,82,Yes,7,Low,Medium,Positive,2,Male,52,64,83,82,43,52,B-
24,90,Yes,9,Low,Medium,Negative,3,Female,62,59,80,80,42,48,C+
32,69,Yes,5,Medium,Medium,Negative,3,Female,56,58,86,79,54,53,B-
11,75,No,8,Medium,High,Positive,4,Male,55,50,79,78,79,48,C+
30,75,No,7,Medium,Medium,Positive,2,Male,56,56,83,77,67,50,B-
21,98,Yes,9,Medium,High,Positive,1,Male,65,70,84,86,60,55,B
15,78,Yes,9,High,High,Positive,3,Male,54,65,85,81,85,52,B-
12,90,Yes,6,Low,Medium,Neutral,3,Male,62,55,86,83,65,52,B-
19,90,No,7,Medium,High,Neutral,4,Female,70,56,89,84,71,54,B-
26,71,Yes,8,Medium,High,Positive,3,Male,53,63,79,86,89,50,B-
19,83,No,8,Low,Low,Neutral,3,Female,57,51,79,83,66,48,C+
29,96,No,4,Medium,High,Neutral,2,Female,58,63,80,80,79,53,B-
11,79,No,8,Low,Medium,Positive,2,Female,56,51,80,75,61,46,C+
20,98,Yes,9,Medium,Medium,Positive,3,Male,62,69,84,82,42,54,B-
12,69,Yes,7,Low,Medium,Neutral,3,Female,53,51,81,82,82,47,C+
22,63,Yes,8,High,Medium,Neutral,3,Male,62,65,80,85,87,52,B-
25,96,No,9,Low,Medium,Positive,3,Male,67,61,79,80,62,52,B-
17,94,Yes,7,Medium,High,Positive,3,Male,60,62,78,85,65,53,B-
4,100,No,8,Low,Medium,Negative,4,Female,58,46,77,79,61,47,C+
21,87,No,7,Low,Medium,Positive,3,Male,56,51,83,78,90,53,B-
23,97,No,7,Medium,High,Positive,4,Female,61,64,87,84,85,57,B
22,93,Yes,6,Medium,Medium,Negative,3,Female,62,61,94,80,42,52,B-
27,94,Yes,7,Medium,Medium,Positive,2,Female,70,59,82,84,79,56,B
14,83,Yes,10,Medium,High,Neutral,3,Female,58,52,82,82,70,49,C+
24,75,Yes,6,High,High,Negative,3,Male,57,60,86,83,41,50,B-
27,97,No,8,Medium,Medium,Neutral,2,Female,67,69,86,85,62,59,B
9,77,No,7,Low,Low,Negative,3,Male,47,51,82,79,47,44,C
22,82,Yes,9,High,Medium,Positive,4,Female,61,62,80,79,84,51,B-
17,78,Yes,9,High,Medium,Neutral,3,Male,57,48,83,75,41,46,C+
20,83,Yes,6,Medium,Medium,Neutral,2,Male,56,56,81,79,84,50,B-
22,79,Yes,6,Low,Medium,Negative,3,Male,55,64,78,84,87,49,C+
17,62,Yes,6,Low,High,Neutral,3,Male,54,53,77,79,44,45,C+
16,95,Yes,6,Medium,High,Neutral,3,Male,58,60,85,79,76,52,B-
20,78,No,6,Medium,Medium,Positive,3,Male,58,68,86,85,67,50,B-
13,84,No,8,Low,Medium,Positive,2,Female,65,50,82,78,88,49,C+
13,66,Yes,6,Medium,Medium,Positive,3,Male,53,57,80,79,80,46,C+
24,60,No,6,Low,Medium,Neutral,2,Male,54,62,80,84,75,47,C+
13,70,Yes,6,High,Medium,Negative,5,Male,53,53,77,78,86,47,C+
24,88,No,8,Medium,High,Negative,3,Male,61,62,88,81,48,50,B-
23,64,Yes,7,High,Medium,Positive,3,Male,56,52,81,85,59,49,C+
10,96,Yes,7,Medium,Low,Neutral,1,Female,57,56,79,88,82,51,B-
16,69,Yes,6,Medium,High,Negative,1,Male,58,55,78,77,45,45,C+
27,68,Yes,5,Low,Medium,Negative,4,Male,64,62,85,84,87,51,B-
14,67,No,9,Medium,Medium,Positive,3,Male,52,59,79,82,77,46,C+
17,61,No,7,Low,High,Neutral,2,Male,46,60,77,83,62,45,C+
23,91,No,10,High,Medium,Positive,2,Male,67,62,80,82,57,55,B
25,95,No,8,Low,Medium,Neutral,3,Female,57,65,82,78,47,52,B-
18,85,Yes,10,High,High,Neutral,3,Male,61,56,81,83,45,50,B-
16,68,Yes,8,Medium,High,Neutral,3,Male,48,60,85,74,61,48,C+
29,71,No,7,Low,Medium,Positive,3,Female,63,61,82,81,82,52,B-
30,79,Yes,6,Medium,Medium,Positive,2,Male,58,65,87,81,67,55,B
26,98,Yes,6,Medium,Low,Negative,3,Female,64,63,88,78,63,53,B-
21,70,No,9,Medium,Low,Neutral,4,Male,82,74,89,92,56,74,A
15,89,Yes,7,Low,Medium,Negative,3,Male,52,51,78,79,48,48,C+
15,78,Yes,8,Low,Medium,Negative,3,Female,51,53,81,83,90,45,C+
23,72,Yes,8,Medium,Medium,Positive,3,Male,59,48,82,83,41,48,C+
23,78,Yes,8,Medium,High,Neutral,1,Female,58,61,80,81,56,50,B-
28,63,No,6,High,High,Neutral,4,Male,60,62,82,80,78,50,B-
24,92,No,9,Medium,Medium,Positive,2,Female,70,64,77,86,66,55,B
11,70,Yes,7,Low,High,Negative,3,Female,45,46,80,80,56,43,C
26,89,No,7,Low,Low,Neutral,3,Female,66,66,85,80,90,52,B-
14,63,No,8,Low,Low,Positive,5,Female,52,61,77,78,71,44,C
18,98,Yes,7,Medium,Medium,Neutral,4,Female,58,61,81,86,55,53,B-
22,68,No,4,High,Medium,Neutral,3,Male,54,61,81,82,82,51,B-
32,95,Yes,9,Medium,Medium,Positive,4,Male,65,67,85,83,48,58,B
39,92,No,9,Medium,Medium,Negative,4,Male,69,68,86,85,63,58,B
24,99,No,4,Low,Medium,Neutral,3,Male,62,62,82,85,82,55,B
19,79,Yes,5,High,Medium,Negative,4,Female,63,57,80,79,89,49,C+
23,89,No,10,Low,Medium,Neutral,4,Male,56,66,85,81,59,54,B-
25,75,No,7,High,High,Positive,5,Male,61,71,84,76,47,53,B-
18,67,Yes,7,Low,Medium,Negative,3,Female,49,47,81,79,68,46,C+
31,78,Yes,6,Low,High,Neutral,3,Male,64,62,85,80,87,55,B
21,67,Yes,5,Medium,High,Neutral,5,Male,59,50,81,82,73,48,C+
23,99,Yes,7,Low,Low,Neutral,2,Male,60,69,85,83,70,54,B-
24,64,Yes,8,Medium,Medium,Positive,3,Female,46,53,74,76,55,48,C+
23,84,Yes,7,Medium,High,Positive,3,Female,61,53,83,84,70,52,B-
25,85,Yes,8,Medium,High,Positive,3,Male,64,65,86,80,84,54,B-
16,82,Yes,10,Medium,Medium,Positive,4,Male,61,67,82,82,59,51,B-
17,86,No,6,Low,High,Positive,4,Female,62,60,82,75,52,49,C+
13,65,No,7,Low,Medium,Neutral,2,Male,47,52,76,81,64,43,C
23,82,No,9,Medium,Medium,Positive,3,Female,62,61,85,83,59,51,B-
25,71,Yes,6,Medium,Medium,Neutral,4,Female,63,64,76,83,63,50,B-
23,98,No,7,Medium,High,Neutral,4,Male,55,58,84,86,45,54,B-
30,90,No,10,High,Medium,Neutral,6,Male,66,64,86,81,57,57,B
20,99,No,6,Medium,Low,Negative,4,Male,59,59,81,84,81,53,B-
24,62,No,9,Low,Medium,Positive,2,Female,54,49,88,79,60,46,C+
13,71,No,7,Medium,Medium,Positive,3,Male,56,53,77,83,88,47,C+
18,68,Yes,10,High,Medium,Neutral,3,Male,55,62,77,79,75,49,C+
24,60,Yes,5,Medium,Low,Neutral,3,Female,52,57,81,73,58,47,C+
25,70,Yes,7,Medium,High,Positive,3,Male,60,63,83,83,53,52,B-
18,87,Yes,5,Medium,Low,Positive,4,Male,58,62,77,79,74,54,B-
20,69,No,6,Medium,Medium,Neutral,2,Female,51,57,84,78,55,47,C+
11,80,Yes,6,Low,High,Neutral,3,Male,59,52,79,83,86,48,C+
18,96,No,7,Low,Medium,Neutral,1,Female,56,58,87,85,46,52,B-
25,88,No,5,Medium,Low,Neutral,1,Female,62,60,76,80,41,51,B-
23,76,Yes,7,Medium,Low,Positive,4,Male,61,60,82,83,51,51,B-
23,75,Yes,8,High,High,Neutral,4,Female,52,60,86,87,70,51,B-
20,78,Yes,5,Low,Medium,Positive,3,Male,53,55,79,78,82,48,C+
20,67,No,6,Low,Medium,Negative,4,Female,61,54,79,83,49,48,C+
16,85,No,10,Low,Medium,Neutral,3,Male,53,71,80,73,69,49,C+
24,75,No,7,Medium,Medium,Neutral,1,Male,55,61,79,81,47,49,C+
23,94,Yes,4,Medium,High,Neutral,4,Male,64,64,84,84,68,54,B-
23,90,Yes,5,Medium,High,Negative,1,Male,62,58,85,81,41,51,B-
17,84,Yes,7,Low,High,Neutral,5,Female,55,54,80,81,68,48,C+
7,75,Yes,7,Medium,Low,Positive,4,Female,52,53,77,78,66,46,C+
27,68,No,6,Medium,Low,Neutral,5,Female,62,58,81,83,42,49,C+
17,91,Yes,10,Medium,High,Neutral,4,Male,69,53,77,77,74,54,B-
15,79,Yes,10,Medium,Medium,Neutral,4,Male,60,49,81,82,69,48,C+
24,69,Yes,7,Low,Medium,Neutral,4,Female,59,56,78,87,71,51,B-
18,68,Yes,8,High,Medium,Neutral,3,Male,54,58,83,76,66,49,C+
26,67,No,8,Medium,Medium,Negative,2,Female,52,54,84,79,76,47,C+
24,91,Yes,9,High,Low,Positive,4,Female,63,67,82,84,66,53,B-
24,69,Yes,6,Medium,Medium,Positive,4,Male,63,54,82,81,86,53,B-
22,83,No,8,Medium,High,Positive,0,Female,67,58,89,85,86,54,B-
18,95,No,7,Medium,High,Positive,4,Male,63,68,87,86,86,53,B-
21,95,No,7,Medium,Medium,Positive,4,Male,55,61,85,85,53,53,B-
9,78,Yes,7,Low,Medium,Positive,2,Male,61,61,82,82,90,49,C+
22,61,No,5,Low,Medium,Positive,3,Male,51,64,86,77,53,47,C+
14,77,No,4,Low,Medium,Positive,3,Male,56,54,84,84,41,49,C+
12,84,Yes,7,High,Medium,Positive,3,Female,60,58,81,79,88,51,B-
11,82,No,6,Low,Medium,Neutral,2,Female,60,51,78,77,51,44,C
27,86,Yes,8,Medium,High,Positive,4,Male,75,54,82,82,69,55,B
16,66,No,8,Medium,High,Positive,3,Male,59,55,82,80,89,49,C+
29,86,Yes,7,Medium,Medium,Positive,3,Female,58,63,82,77,42,51,B-
17,67,No,9,High,High,Negative,4,Male,54,54,83,82,53,44,C
10,90,Yes,7,Low,Medium,Neutral,5,Female,61,61,83,81,70,50,B-
13,74,Yes,5,Low,Medium,Neutral,3,Female,56,55,80,78,78,49,C+
27,88,Yes,7,Medium,Medium,Positive,4,Female,72,62,89,81,80,57,B
19,62,Yes,9,Medium,Low,Neutral,4,Female,58,62,84,81,84,49,C+
17,76,Yes,4,Medium,Medium,Neutral,2,Female,60,56,87,81,48,50,B-
21,88,Yes,7,Medium,Medium,Neutral,3,Male,65,63,85,78,59,54,B-
23,69,Yes,8,High,High,Neutral,4,Male,59,57,78,83,76,49,C+
27,92,Yes,10,High,Low,Positive,3,Male,65,68,84,81,76,54,B-
29,85,Yes,9,High,Medium,Neutral,4,Male,61,67,90,80,55,55,B
18,84,Yes,7,Medium,Medium,Negative,3,Female,55,51,81,77,55,49,C+
12,74,Yes,8,Low,Medium,Positive,2,Male,49,47,82,77,56,45,C+
18,79,Yes,4,Low,High,Negative,2,Female,59,59,79,79,85,49,C+
22,84,Yes,5,Medium,High,Neutral,3,Male,63,59,85,84,85,52,B-
14,88,Yes,7,Medium,High,Positive,3,Female,62,58,80,82,56,52,B-
22,77,Yes,7,Medium,Medium,Positive,4,Male,66,64,84,85,60,52,B-
20,68,Yes,7,High,Medium,Positive,2,Female,55,56,82,80,89,47,C+
20,69,Yes,7,Medium,High,Positive,3,Female,62,59,84,84,87,51,B-
15,60,Yes,7,Low,High,Positive,2,Male,50,57,81,78,71,46,C+
19,72,Yes,5,Low,Medium,Positive,2,Male,54,53,85,82,42,47,C+
14,90,Yes,7,Medium,Medium,Neutral,4,Male,63,67,80,80,50,52,B-
25,92,No,5,Medium,Medium,Positive,4,Female,65,58,83,80,62,54,B-
26,68,No,6,Low,Medium,Neutral,3,Female,57,61,82,78,88,50,B-
9,98,No,9,Low,Medium,Positive,2,Male,58,64,87,79,45,50,B-
14,80,Yes,7,High,High,Negative,2,Female,51,51,82,78,80,49,C+
11,97,Yes,8,Medium,Low,Positive,3,Male,57,56,87,85,50,50,B-
16,88,No,7,Low,Medium,Neutral,4,Female,62,64,84,78,65,51,B-
19,89,Yes,6,Low,High,Positive,2,Female,62,65,84,82,78,52,B-
11,63,Yes,5,High,High,Positive,4,Female,55,52,77,75,75,45,C+
14,69,Yes,6,High,High,Positive,5,Female,57,53,81,80,79,49,C+
14,60,Yes,7,Medium,High,Negative,3,Male,54,58,75,80,81,46,C+
21,89,Yes,8,Medium,Low,Neutral,3,Female,55,63,86,77,55,50,B-
16,91,No,8,Low,Medium,Neutral,2,Female,60,52,83,78,81,49,C+
21,74,Yes,5,Medium,Medium,Positive,1,Male,59,51,84,77,42,49,C+
17,93,No,8,Low,Medium,Negative,3,Female,60,59,78,82,66,50,B-
18,65,Yes,5,Medium,Medium,Neutral,2,Female,55,60,83,80,86,49,C+
30,67,Yes,8,Medium,Medium,Neutral,2,Female,52,58,85,85,84,52,B-
28,74,No,8,High,Medium,Positive,3,Male,67,66,84,87,80,55,B
12,76,Yes,4,Medium,Medium,Neutral,1,Female,49,48,78,81,41,43,C
25,74,Yes,8,High,Medium,Positive,4,Female,56,49,81,82,84,51,B-
25,91,Yes,8,Medium,Medium,Neutral,3,Female,66,61,79,82,86,55,B
13,64,Yes,9,Low,Medium,Positive,4,Male,53,55,79,79,73,47,C+
25,74,Yes,6,High,Medium,Neutral,1,Male,60,55,80,82,55,48,C+
29,93,No,7,Medium,High,Positive,3,Male,69,61,83,87,64,59,B
13,63,No,8,Medium,Medium,Negative,2,Male,53,42,82,75,78,42,C
14,98,Yes,8,Low,Medium,Negative,4,Male,53,55,84,81,81,50,B-
26,99,Yes,8,Medium,Medium,Positive,4,Male,69,68,85,81,57,56,B
22,64,No,6,Low,Medium,Neutral,4,Male,56,60,85,84,56,47,C+
23,72,No,8,Low,Low,Neutral,3,Male,57,63,84,79,77,50,B-
22,75,Yes,8,Low,Medium,Negative,3,Male,61,56,83,81,74,52,B-
22,91,Yes,7,Medium,High,Neutral,3,Female,53,55,85,83,66,52,B-
12,84,Yes,6,Medium,Medium,Positive,3,Male,60,60,80,85,61,50,B-
26,86,Yes,6,Medium,Medium,Positive,4,Male,59,66,89,78,73,55,B
27,90,No,9,Low,High,Positive,2,Male,72,78,88,84,42,69,A-
19,65,Yes,8,Medium,High,Neutral,3,Female,47,44,81,81,44,45,C+
20,93,No,7,Medium,Low,Neutral,3,Female,64,56,86,82,69,52,B-
11,88,Yes,7,Low,Medium,Neutral,3,Male,57,59,85,80,51,51,B-
23,83,Yes,4,Low,Medium,Negative,3,Male,96,92,95,93,79,82,A+
23,96,Yes,7,Medium,Medium,Positive,3,Female,59,64,82,84,79,53,B-
